Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56132611632347,3.68104204535484,3.8548655807972,3.9885688573122,3.47338169813156,3.17561626434326,3.06248925626278,3.3037330955267,3.28510403633118,4.05684635043144,3.84291484951973,3.57691310346127,4.10642623901367,4.31073978543282,4.40681837499142,4.97506633400917,4.85823042690754,4.74810488522053,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.00194679200649,1.98674462735653,2.15190127491951,2.19150464981794,2.21404936164618,2.27546356618404,2.32201218605042,2.38769203424454,2.34595704823732,2.40338314324617,2.49591507017612,2.56593748927116,2.57301107048988,2.5033475831151,2.49601118266582,2.46311463415623,2.31177993118763,2.27424874901772,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Barbados,BRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.33187240362167,5.525291711092,5.86123429238796,6.68377280235291,7.31510296463966,6.76892176270485,6.58324286341667,6.05583190917969,6.47676363587379,7.14868456125259,6.77398666739464,6.89933896064758,7.77819976210594,7.5993649661541,7.1065329015255,6.96714371442795,6.85200393199921,6.77912682294846,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.46676106750965,5.90442009270191,5.81475347280502,5.96711486577988,5.9321966022253,6.27653822302818,5.76295852661133,5.88534027338028,5.47281429171562,5.39037846028805,5.65694011747837,4.87438552081585,5.24532683193684,5.6955948472023,5.38793355226517,6.06533326208591,5.91054148972034,5.92578575015068,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.94200375676155,8.10531973838806,8.26349854469299,9.10597145557404,9.12504643201828,9.00697559118271,8.91208350658417,8.94887745380402,9.33679267764091,10.1350389420986,9.97473299503326,10.1366557180882,10.2657780051231,10.3696592152119,10.414495319128,10.2801322937012,10.3044547140598,10.338669270277,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Belize,BLZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.14090380072594,4.70096878707409,4.49977852404118,4.76018376648426,4.56158556044102,4.6858336776495,4.60204370319843,5.04222400486469,5.06423152983189,5.79696595668793,5.76443038880825,5.63439726829529,5.37181310355663,5.69776929914951,5.67393228411675,5.90320862829685,6.09697625041008,5.64282275736332,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Benin,BEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.23000827431679,4.42538037896156,4.15323227643967,4.14783246815205,4.19944897294044,4.01271618902683,4.05954495072365,3.95197346806526,3.6834541708231,3.85674796998501,4.08980511128902,4.22198325395584,4.66644056141377,3.90670448541641,3.64550650119781,3.99181954562664,3.85561250150204,3.71858216822147,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.31019999086857,4.85057421028614,4.45451140403748,4.0074784308672,4.46532815694809,4.01967391371727,4.29145358502865,4.02995645999908,3.30082774162292,3.46147678792477,3.47357615828514,3.26995775103569,3.53425480425358,3.62129546701908,3.46891731023788,3.65807972848415,3.48776765167713,3.18696238100529,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.39554117619991,4.82522211968899,4.89645041525364,5.19709624350071,4.86315712332726,5.07408156991005,4.82158102095127,4.8893615603447,4.7528300434351,5.41083328425884,5.47302737832069,5.49254566431046,5.37370517849922,5.73515519499779,5.96491470932961,6.61701411008835,6.8528488278389,6.44316077232361,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.66593515872955,7.28887841105461,7.13765695691109,8.04377049207687,9.0627022087574,9.05223712325096,9.17218700051308,9.53060165047646,9.68943908810616,9.02212113142014,9.01888236403465,9.17856022715569,9.49001535773277,9.48689728975296,9.47516858577728,9.33953672647476,9.22786220908165,8.93166735768318,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Botswana,BWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.82725815474987,6.15671686828136,6.42154216766357,6.17618672549725,5.79530261456966,5.02534136176109,4.77372445166111,5.33311665058136,5.78200332820416,6.52500838041306,6.1940249055624,5.77690303325653,6.14145994186401,6.22438825666904,5.59793151915073,5.72629943490028,5.56052215397358,6.13456815481186,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.33480134606361,8.54993164539337,8.70434194803238,8.19711089134216,8.13535004854202,8.04408192634583,8.2588829100132,8.20775330066681,8.01595821976662,8.40249136090279,7.94906690716743,7.78830125927925,7.73530080914497,7.97709375619888,8.39605405926704,8.87020379304886,9.20620560646057,9.46747660636902,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.54324767738581,2.54193898290396,2.52989698201418,2.59788557887077,2.54709627479315,2.22967583686113,1.90329328179359,1.94069538265467,1.86958555132151,2.3930661380291,2.27826107293367,1.8640972673893,1.85097213834524,1.89831405878067,1.91436801105738,2.38708909600973,2.54828687757254,2.37320773303509,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Bulgaria,BGR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.87085261940956,6.91216513514519,7.13596940040588,7.25556090474129,6.94398134946823,6.94420039653778,6.57317936420441,6.15947619080544,6.29068315029144,6.61345273256302,7.10581466555595,7.13480859994888,7.59439393877983,7.86822661757469,8.49875584244728,8.20273160934448,8.23010727763176,8.09560343623161,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31752374768257,3.24898436665535,3.34058329463005,3.53624187409878,4.74466048181057,4.44255582988262,5.0915140658617,5.88637106120586,5.22738732397556,5.71526661515236,5.89295960962772,5.22973276674747,5.17796874046326,6.25648573040962,5.62491603195667,5.82530051469803,7.0131242275238,6.91505968570709,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Burundi,BDI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.17697164416313,6.40484392642975,6.47216066718102,6.31327703595161,7.7010415494442,8.423712849617,9.94232296943665,10.5808191001415,9.23542231321335,10.3502184152603,11.2763755023479,10.069977492094,8.52668434381485,8.14255550503731,6.88927695155144,6.57856911420822,7.49216079711914,7.51757025718689,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.4340118765831,4.75244373083115,4.75569441914558,4.50008623301983,4.37710657715797,4.27364110946655,4.48974967002869,4.18900139629841,3.58312875032425,3.88152450323105,4.47555743157864,4.30527441203594,5.1336545497179,5.28994239866734,5.32722249627113,4.81860935688019,4.84325401484966,5.16548864543438,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.54095411300659,7.01117441058159,7.23472535610199,6.94904029369354,7.09304511547089,6.85278996825218,6.11800365149975,4.90211248397827,6.60109370946884,7.58330598473549,6.91169872879982,7.50353187322617,7.2611540555954,7.10386782884598,6.70157745480537,6.19431585073471,6.11648447811604,5.91884180903435,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cameroon,CMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.98234538733959,4.18255403637886,4.35107685625553,4.41482812166214,4.05041575431824,4.14209626615047,4.10265102982521,4.16005477309227,4.39934432506561,4.32968102395535,4.5039176940918,3.39884161949158,4.5420229434967,4.5031800866127,4.53427918255329,4.69952337443829,4.67907898128033,4.67066690325737,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.27567875385284,8.65529999136925,8.88823866844177,9.04279202222824,9.09723564982414,9.06438678503037,9.34917703270912,9.444859623909,9.60393771529198,10.7142865657806,10.6820717453957,10.3525035083294,10.347892343998,10.227344930172,10.0556157529354,10.5106920003891,10.7378765940666,10.5727694928646,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.80685253315088,4.61128571906817,4.78927527383566,4.67531919877782,4.97658888729371,4.77345909338113,4.86026456381887,4.9435137301718,4.77831328908696,5.50999194587072,5.36820675402455,5.20051282299813,5.29948479137223,5.41770629889012,5.4034046328114,5.80003816253897,6.15675051915301,6.14912089214966,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.43353950977325,3.91125455498695,4.26706820726395,4.61035929620266,4.19610664248466,4.76289317011833,4.46036383509636,4.77105975151062,4.02206890285015,4.34508509933949,3.74203287065029,3.8226556032896,3.87416668236256,4.843345656991,4.85324896872044,6.30899146199226,4.28150147199631,5.82177564501762,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.70743909792011,5.91217646962535,6.16235715648189,6.39975776989876,6.36140384615952,6.36806801297212,6.22689012351844,6.14261381157702,6.37820762726962,6.85255323643131,6.80943367590361,6.53914530011992,6.55009230991535,6.70301971504733,6.60805561812402,6.54939870070623,6.64737304064852,6.59897797436108,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chad,TCD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.45750223100185,5.29329180717468,7.26788863539696,5.5094126611948,5.50012290477753,4.84111420810223,4.86643202602863,4.34312969446182,4.05954793095589,4.44166511297226,4.06023189425468,3.9104662835598,3.85607741773129,4.066451638937,4.27316874265671,4.5239545404911,4.95711341500282,4.48730140924454,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Chile,CHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.03517645597458,7.1510411798954,7.26602375507355,7.33330398797989,6.9011501967907,6.58871531486511,6.03516735136509,6.17537535727024,6.74047917127609,7.20918476581573,6.77489340305328,6.77178874611855,7.02091977000237,7.44478330016136,7.80729874968529,8.30269157886505,8.51739346981049,8.9835099875927,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.47341501712799,4.22035083174706,4.348249360919,4.38032373785973,4.25689592957497,4.142215102911,3.91870997846127,3.65868471562862,3.87722700834274,4.32182438671589,4.20799143612385,4.32551316916943,4.54939901828766,4.71002236008644,4.77322712540627,4.88872304558754,4.98188063502312,5.15119321644306,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.65230399370193,5.96031956374645,5.75026161968708,5.79249076545238,5.81643208861351,6.08541220426559,6.35236725211143,6.50601610541344,6.85540065169334,7.30831772089005,7.0826567709446,6.7906990647316,6.75231143832207,7.26269856095314,7.14657977223396,7.29742348194122,7.21367970108986,7.22628086805344,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2403264045715,10.9349481761456,10.957794636488,10.3261813521385,10.3182531893253,9.85870212316513,9.701057523489,9.34191346168518,8.97736474871635,8.56680423021317,8.51496160030365,9.09870937466621,7.92808011174202,7.76687934994698,7.58468061685562,7.77522251009941,7.48664736747742,7.3843739926815,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.57237853854895,2.72972825914621,2.67675314098597,3.84015664458275,4.44226749241352,4.27463352680206,4.45607975125313,4.44069392979145,5.14113046228886,4.64417226612568,4.01927605271339,3.43164056539536,3.56752946972847,3.56509238481522,3.97941172122955,3.94199565052986,3.88742499053478,3.97872291505337,..,..,..
Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.69392451643944,2.37584225833416,1.87626667320728,2.11587864905596,2.10554637014866,1.87587197870016,1.78239922970533,2.24364157766104,2.55324654281139,2.22144331783056,1.9805746152997,1.85153502970934,2.47433297336102,2.48846784234047,2.50741988420486,3.41535210609436,3.48694697022438,2.93027926236391,..,..,..
