Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Australia,AUS,11.1999998092651,11.3000001907349,11.3999996185303,11.6999998092651,11.8000001907349,11.8999996185303,11.8000001907349,11.8000001907349,11.8000001907349,11.6999998092651,11.6999998092651,11.6000003814697,11.8000001907349,11.8000001907349,12,11.8999996185303,11.8999996185303,12.1000003814697,12.1000003814697,12.1999998092651,12.3000001907349,12.1999998092651,12.1000003814697,11.8999996185303,11.6999998092651,10.8999996185303,..,10.5,..,9.80000019073486,..,9.1999998093,8.8999996185,8.8999996185,8.6999998093,8.6999998093,8.5,8.3000001907,8.1999998093,7.9000000954,7.8000001907,7.5999999046,4,..,3.9,4,3.97,..,..,3.8,3.9,3.8,..,..,3.8,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Austria,AUT,10.8000001907349,..,..,..,..,..,..,..,..,..,10.8000001907349,..,..,..,..,..,..,..,..,..,11.1999998092651,..,..,..,..,10.8999996185303,10.8000001907349,10.6999998092651,10.6000003814697,10.3999996185303,10.1999998093,9.8999996185,9.6999998093,9.3999996185,9.5,9.3999996185,9.3000001907,9.1999998093,9,8.8999996185,7.9,7.8,7.8,7.7,7.7,7.7,7.7,7.8,7.7,7.7,7.7,7.7,7.7,7.6,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.74520015716553,..,..,..,..,9.89680004119873,9.84109973907471,9.88210010528564,9.96630001068115,10.204400062561,10.0992002487,10.0208997726,10.5427999496,10.4875001907,10.070599556,10.0200004578,9.8100004196,9.6099996567,9.0600004196,8.8999996185,8.7,8.5,8.4,8.3,8.2,8.2,7.9,7.9,7.7,7.5,5.1,4.6,4.6,4.7,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Bahamas, The",BHS,5.72566366195679,..,..,..,..,..,..,..,..,..,5.09359979629517,..,..,..,..,..,..,..,..,..,4.4047999382019,..,..,..,..,..,..,..,..,..,4,..,..,3.8838999271,..,3.6,3.9400000572,..,..,..,3.5,3.4,3.4000000954,3.4,3.4,..,3.2,3.2,3.2,3.2,3.1,2.9,2.9,2.9,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bahrain,BHR,4.71140956878662,..,..,..,..,..,..,..,..,..,4.34289979934692,..,..,..,..,..,..,..,..,..,3.31439995765686,..,..,..,..,..,..,..,..,3.33949995040894,..,..,..,..,..,..,..,2.9000000954,..,..,2.8,2.8,2.9,2.8,2.8,2.8,2.7,2.7,2,1.9,1.8,1.7,2.1,2.1,2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,0.155100002884865,..,..,..,..,..,..,..,..,..,0.215800002217293,0.225199997425079,..,..,..,0.287800014019012,..,..,..,..,0.3041999936,0.3080999851,..,..,0.3048999906,..,..,..,..,0.3000000119,..,0.3,0.34,..,..,0.3,..,..,..,..,..,0.6,..,..,0.6,0.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Barbados,BRB,5.92977905273438,..,..,..,..,..,..,..,..,..,10.2215995788574,..,..,..,..,..,..,..,..,..,8.53470039367676,..,..,..,..,..,..,..,..,..,8.3999996185,..,..,1.2676000595,..,7.4,7.5599999428,..,..,..,..,..,..,7.3,7.3,6.7,6.6,..,7.6,6.8,6.6,..,6.2,6.2,5.8,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belarus,BLR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.5460996627808,..,..,..,..,13.0712995529175,13.2604999542236,13.4562997817993,13.3729000091553,13.5795001983643,13.2264003754,13.20470047,12.6906995773,12.4762001038,12.4638996124,12.3800001144,12.2700004578,12.3599996567,12.4200000763,12.6400003433,12.6,12.6,11.9,11.3,10.7,11.1,11.2,11.2,11.1,11.1,11.5,11.3,11.3,11,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..,8.30000019073486,..,..,..,..,..,..,..,..,..,9.39999961853027,..,..,..,..,9.10000038146973,..,..,..,..,8,7.9000000954,7.6999998093,7.6999998093,7.5999999046,..,..,7.1999998093,7.1999998093,7.0999999046,7.8,7.7,7.6,7.5,7.5,7.4,6.7,6.6,6.6,6.5,6.5,6.4,6.3,6.3,6.2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Belize,BLZ,4.66776514053345,..,..,..,..,..,..,..,..,..,5.40140008926392,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.31680011749268,..,..,..,2.7000000477,..,..,2.7999999523,..,2.5,2.1300001144,..,..,..,1.9,..,..,1.2999999523,1.3,1.2,1.3,1.2,1.2,1.1,1.2,1.1,1.1,0.9,1.3,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Benin,BEN,1.22574877738953,..,..,..,..,..,..,..,..,..,1.15489995479584,..,..,..,..,..,..,..,..,..,1.46490001678467,1.13119995594025,..,..,..,0.359600007534027,..,..,..,..,0.8338999748,0.5005000234,0.2231000066,0.2390999943,0.2336000055,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.3000001907,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bhutan,BTN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70589995384216,..,..,..,0.8467000127,..,..,..,1.6147999763,..,..,..,..,1.6000000238,..,1.6,1.6,..,..,..,1.7,..,..,..,..,1.8,1.7,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bolivia,BOL,1.84541928768158,..,..,..,..,..,..,..,..,..,2.32170009613037,..,..,..,..,2.05879998207092,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.317800045,1.4110000134,..,1.3999999762,..,..,1.6699999571,..,..,..,..,..,..,1,1,..,1.1,1.1,1.1,1.1,..,1.1,1.1,1.1,1.1,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.83109998703003,4.92280006408691,4.91790008544922,4.90469980239868,4.8137001991272,4.71810007095337,4.74200010299683,4.5935001373291,4.57819986343384,4.49830007553101,4.4590997696,4.3779997826,..,..,..,..,..,..,3.8199999332,3.7999999523,3.4,3.2,3.2,3.2,3.1,3.1,3.3,3.4,3.4,3.3,3.4,3.5,3.5,3.5,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Botswana,BWA,2.12291669845581,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36310005187988,..,..,..,..,..,..,..,..,..,1.5751999617,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,2.4,1.8,..,1.8,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brazil,BRA,3.20179533958435,..,..,..,..,..,..,..,..,..,3.69180011749268,..,..,..,..,4.9951000213623,..,..,..,..,..,..,..,..,..,..,..,3.56030011177063,..,..,3.3452999592,..,..,3.5,..,..,3.1099998951,..,..,..,..,..,2.6,..,..,2.4,..,..,..,2.4,2.4,2.3,2.3,2.3,2.2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Brunei Darussalam,BRN,4.90243911743164,..,..,..,..,..,..,..,..,..,3.50769996643066,..,..,..,..,..,..,..,..,..,..,2.93589997291565,2.99399995803833,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.5999999046,..,2.7,..,2.6,3,2.79,..,2.7,2.6,..,2.79,2.7,..,..,2.7,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Bulgaria,BGR,6.21367740631104,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.85060024261475,8.85900020599365,8.88669967651367,8.87679958343506,8.96300029754639,9.11400032043457,9.45209980010986,9.56420040130615,9.56019973754883,9.70209980010986,9.7908000946,9.7681999207,10.2063999176,10.4941997528,10.196100235,10.3699998856,10.470000267,10.279999733,8.4099998474,7.4899997711,7.4,7.2,6.5,6.3,6.1,6.4,6.2,6.4,6.5,6.6,6.5,6.4,6.6,6.8,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burkina Faso,BFA,0.523758113384247,..,..,..,..,..,..,..,..,..,0.57150000333786,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.306400001049042,0.2992999852,..,..,..,..,1.2999999523,1.4199999571,..,..,..,..,..,..,..,..,..,0.9,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Burundi,BDI,1.12240731716156,..,..,..,..,..,..,..,..,..,1.28059995174408,..,..,..,..,1.12320005893707,..,..,..,..,..,..,..,..,..,..,0.679199993610382,..,..,..,..,0.6631000042,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,..,..,..,1.9,..,..,0.8,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,1.40820002555847,..,..,..,..,..,..,..,..,..,2.1868999004364,..,..,..,..,..,..,..,1.59769999980927,..,..,..,1.5830999613,..,..,..,..,..,..,..,..,..,..,..,..,2.1,..,..,2.1,..,2.1,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cambodia,KHM,0.746548891067505,..,..,..,..,..,..,..,..,..,1.0809999704361,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.09870004653931,..,2.0720999241,..,..,..,..,..,..,..,..,..,..,0.6,..,..,0.1,..,..,..,..,..,0.84,0.7,..,0.7,..,0.8,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cameroon,CMR,2.00226593017578,..,..,..,..,..,..,..,..,..,1.75150001049042,..,..,..,..,2.46589994430542,..,..,..,..,..,..,..,..,..,..,..,..,..,2.59829998016357,2.5532999039,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,..,..,..,1.3,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Canada,CAN,6.19999980926514,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,6.90000009536743,6.90000009536743,6.90000009536743,6.80000019073486,6.80000019073486,6.90000009536743,6.80000019073486,6.80000019073486,6.80000019073486,6.80000019073486,6.69999980926514,6.59999990463257,6.5,6.30000019073486,6,5.8000001907,5.5,5.4000000954,..,5,4.5999999046,4.4000000954,4.1999998093,3.9000000954,3.4,3.7000000477,3.7000000477,3.6,..,3.4,3.4,..,3.4,3.2,2.7,2.7,2.7,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Caribbean small states,CSS,5.05424028520153,..,..,..,..,..,..,..,..,..,4.99597174353721,..,..,..,..,4.9904186611762,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.62007156809235,..,..,2.82114787847011,..,3.09151576259095,3.47944325096064,..,..,..,..,2.49297655343327,..,2.53152700201334,..,2.44257359344444,2.55656454782987,2.18227982077528,..,2.30053403430898,2.32479747459894,..,2.35472391733766,2.26723392472779,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central African Republic,CAF,1.23142111301422,..,..,..,..,..,..,..,..,..,1.87559998035431,..,..,..,..,..,..,..,..,..,1.55859994888306,..,..,..,..,..,..,..,..,..,0.8731999993,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.2,..,..,..,..,1,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.03024521070742,..,..,..,..,8.2004950903895,..,..,..,..,8.11984050401736,8.03882876474436,7.67228575673474,7.64288605831753,7.63067159676446,7.23868869955943,7.26824655678557,7.0230654493653,6.7973288388091,6.61653067869634,6.69761547313179,..,6.75132166166714,6.88289857964377,6.8239801979684,6.77524227378362,6.71996242671097,6.57746075043518,6.64870444847165,6.64428705595084,6.48706825045242,6.42078150700081,6.42304660481243,6.42144666078239,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chad,TCD,0.697454333305359,..,..,..,..,..,..,..,..,..,1.30999994277954,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7200999856,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Channel Islands,CHI,11.1538457870483,..,..,..,..,..,..,..,..,..,11.2250003814697,..,..,..,..,..,..,..,..,..,10.6512002944946,10.595100402832,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Chile,CHL,3.6742901802063,..,..,..,..,..,..,..,..,..,3.77640008926392,..,..,..,..,..,..,..,..,..,3.40639996528625,..,..,..,..,..,..,..,..,3.17670011520386,3.1586000919,..,..,3.0999999046,..,..,2.6700000763,..,..,..,..,..,2.5999999046,..,2.4,2.3,2.3,..,..,2.1,2,2.1,2.2,2.2,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,China,CHN,..,..,..,..,..,1.44000005722046,1.51999998092651,1.5,1.45000004768372,1.45000004768372,1.53999996185303,1.58000004291534,1.71000003814697,1.76999998092651,1.85000002384186,1.91999995708466,2,2.0699999332428,2.14000010490417,2.20000004768372,2.23000001907349,2.25,2.25999999046326,2.28999996185303,2.32999992370605,2.36999988555908,2.40000009536743,2.48000001907349,2.53999996185303,2.55999994277954,2.5799999237,2.5999999046,2.6199998856,2.6300001144,2.6300001144,2.6099998951,2.5499999523,2.5499999523,2.5299999714,2.5199999809,2.5199999809,2.5199999809,2.4500000477,2.2,3,2.45,2.23,..,..,4.2,3.56,3.8,4.2,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Colombia,COL,2.57554721832275,..,..,..,..,..,..,..,..,..,2.09730005264282,..,..,..,..,..,..,..,..,..,1.56410002708435,..,..,..,..,..,..,..,..,1.25109994411469,1.3667000532,..,..,1.2999999523,..,..,1.4600000381,..,..,..,..,..,..,1.1000000238,1.2,..,1,1,..,..,..,1.4,1.5,1.5,1.5,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12490010261536,2.7616000175,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,..,..,2.2,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Dem. Rep.",COD,5.67403650283813,..,..,..,..,..,..,..,..,..,3.32340002059937,..,..,..,..,3.22530007362366,..,..,..,..,..,..,..,..,..,..,..,1.59309995174408,..,..,1.4268000126,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,0.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,"Congo, Rep.",COG,3.75708508491516,..,..,..,..,..,..,..,..,..,4.38719987869263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3499999046,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Costa Rica,CRI,4.7907772064209,..,..,..,..,..,..,..,..,..,3.93959999084473,..,..,..,..,..,..,..,..,..,3.31439995765686,..,..,..,..,..,..,..,..,..,2.5,..,..,..,1.793900013,1.7799999714,1.75,1.7100000381,1.6799999475,..,..,..,..,1.3999999762,1.4,..,1.3,1.3,1.2,..,1.2,1.2,1.2,1.1,1.1,1.2,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cote d'Ivoire,CIV,1.34876954555511,..,..,..,..,..,..,..,..,..,1.15610003471375,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.828499972820282,0.8116000295,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Croatia,HRV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.23479986190796,7.30810022354126,7.42350006103516,7.46519994735718,7.44659996032715,7.45429992675781,7.40259981155396,7.4225001335144,7.44169998168945,7.39300012588501,7.3777999878,6.5201001167,6.210100174,6.071199894,5.9095001221,5.75,6.1900000572,6.0100002289,6.0599999428,5.9299998283,6.2,6,5.7,5.6,5.5,5.5,5.5,5.5,5.5,5.4,5.6,5.7,5.9,5.9,5.89,5.6,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cuba,CUB,4.36649942398071,..,..,..,..,..,..,..,..,..,4.63240003585815,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.4211997986,..,..,6,..,..,5.1300001144,..,..,..,..,..,..,4.9000000954,..,4.9,4.9,4.9,6,5.9,5.9,5.1,5.3,5.1,5.2,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Cyprus,CYP,4.52356004714966,..,..,..,..,..,..,..,..,..,5.38210010528564,..,..,..,..,..,..,..,..,..,5.65299987792969,5.72009992599487,..,..,..,..,..,..,..,5.08640003204346,..,..,..,..,..,..,..,..,..,..,4.5,4.4,4.4,4.3,4.2,3.8,3.8,3.8,3.8,3.7,3.5,3.5,3.5,3.4,..,..,..,..,..,..,..
"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.3000001907349,..,..,..,..,11.3999996185303,..,..,..,..,11.3000001907,11.1000003815,10.6999998093,10.3999996185,10.1999998093,..,..,..,..,..,7.8,7.8,7.8,7.7,7.6,7.6,7.4,7.3,7.2,7.1,7,6.8,6.7,6.5,..,6.5,..,..,..,..,..
